chunkID,chunk_name,chunk_Labels,chunk_text
410,114cc25dd4ba8189d76dffcdec860b15,['Document']," travaux avec la rue barrée, mais avec le maintien des accès aux copropriétés pour les riverains. Les riverains devront accéder par l’avenue Jules Ferry, ou, par la rue du Faucigny puis la rue René Blanc.
Les riverains de la rue René Blanc doivent accéder par le nord de la rue Jules Ferry, puis par la rue du Faucigny.
La Ville d’Annemasse vous remercie de votre compréhension.
Coupure d’eau Rue du stade Albert Baud
Dans le cadre des travaux de dévoiement des réseaux humides sur le projet du tram, une coupure d’eau doit être réalisée la semaine prochaine.
Mardi 28 mai 2024 : Rue du stade Albert Baud de 8h30 à 16h
Pour plus de précisions, vous trouverez ci dessous le plan du secteur concerné (bâtiments en jaune) et en pièce jointe l’avis de coupure qui sera déposé vendredi 24/05/24.

Lorsque l’eau est rétablie, les abonnés sont avisés qu’ils doivent prendre les précautions d’usage.
A la suite de cette intervention :
Le service d’eau d’Annemasse Agglo vous remercie de votre compréhension et vous prie de l’excuser pour la gêne occasionnée.
Accès rue des Vétérans
Dans le cadre des travaux de piétonnisation de la rue des Vétérans et du coulage de béton côté rue de la Gare, l’accès aux véhicules des riverains du 1 rue des Vétérans pourra rouvrir le 17 juin 2024, suivant les aléas de chantier.
L’accès en véhicule léger"
1739,ddca7441c6ec22dc50dcaba4f125920d,['Document']," les aléas de chantier.
L’accès en véhicule léger pour la partie déjà réalisée (accès au 3 rue des Vétérans et parking souterrain) est quant à lui possible dès à présent, depuis la rue du Commerce.
La fin des travaux de la place Rousseau et de la rue des Vétérans est prévue pour mi-juin 2024, il restera la fontaine en travaux et la plantation des arbres prévue à l’automne. Un temps convivial pour inaugurer cette première partie du projet aura lieu le vendredi 12 juillet 2024 !
La Ville vous remercie de votre compréhension.
Coupure d’eau Avenue Barbusse et Avenue Aristide Briand
Dans le cadre des travaux de dévoiement des réseaux humides sur le projet du tram, une coupure d’eau doit être réalisée la semaine prochaine.
Lundi  27 mai 2024 : Avenue Barbusse et Aristide Briand de 08h30 à 17h00
Pour plus de précisions, vous trouverez ci dessous le plan du secteur concerné (bâtiments en jaune) et en pièce jointe l’avis de coupure qui sera déposé vendredi 17/05/24.

Lorsque l’eau est rétablie, les abonnés sont avisés qu’ils doivent prendre les précautions d’usage.
A la suite de cette intervention :
Le service d’eau d’Annemasse Agglo vous remercie de votre compréhension et vous prie de l’excuser pour la gêne occasionnée.
Accès riverains 1 rue du Faucigny
Nous vous remercions de votre compréhension et vous prions de nous excuser pour la gène occasionnée.
Circulation rue Aristide Briand
"
1740,dd418a8e224a65bdbaa7a09df2da81c0,['Document']," de nous excuser pour la gène occasionnée.
Circulation rue Aristide Briand
La Rue Aristide Briand est fermée à la circulation au niveau de la Place de L’Etoile depuis le 13/05.
A partir du lundi 3 juin et jusqu’au 24 juin, la rue Aristide Briand sera à sens unique descendant (Carrefour de l’Etoile vers l’Avenue Jules Ferry).
L’accès riverains se fera par la Rue Pasteur et la sortie se fera uniquement par la Rue Beulet.
Quel est le meilleur itinéraire pour circuler dans ce secteur ?
Travaux rue du Commerce mai 2024
Les travaux de piétonnisation démarrent la semaine du 29 avril dans la rue du Commerce (installation du chantier, sondages…) 
La semaine du 6 mai sera non travaillée. 
Les travaux reprendront à partir du 27 mai par le terrassement de la rue et des travaux concernant les réseaux secs, c’est à dire l’éclairage public, (au droit de la façade des commerçants du côté du restaurant le Globe).
Sur la rue des Voirons et l’intersection avec le nord de la rue du Commerce, une fouille avec mise en place de blindages va être réalisée entre le 29 avril et mi mai pour les réseaux du Tram. 
Des travaux pour les branchements d’eau vont également être réalisés mi mai sur le nord de la rue du Commerce.
Soucieuses de faciliter le quotidien des usagers, les entreprises des travaux de réseaux du Tram ouvriront le passage piéton le long d’Okaidi les soirs et Week-end jusqu’au 12 mai inclus. A partir du 13 mai, et ce pendant environ 3 semaines, fermeture totale"
423,2e31fefe93589441185face469a01c07,['Document']," A partir du 13 mai, et ce pendant environ 3 semaines, fermeture totale de ce passage, mais vous pourrez passer rue des Voirons, notamment pour aller chez vos commerçants depuis la rue de la Gare, et en faisant le tour de la place Deffaugt et en passant devant la boulangerie Etienne.
Nous vous remercions de votre compréhension et vous prions de nous excuser pour la gêne occasionnée.
Travaux rue Paul Bert
Dans le cadre de la piétonnisation de la rue Paul Bert, des travaux concernant le réseau de chaleur vont avoir lieu prochainement, pour une durée d’1 mois. Cette intervention a pour but d’étendre le réseau de chaleur urbain, et donc de raccorder de nouveaux abonnés.
Durant cette période de travaux d’extension du réseau de chaleur :
D’autres travaux de réseaux seront programmés après cette intervention :
Nous vous remercions de votre compréhension et vous prions de nous excuser pour la gêne occasionnée.
Coupures d’eau Rue des Voirons
Dans le cadre des travaux de dévoiement du réseau d’eau potable rue de Romagny et route des Vallées, le service Eau et Assainissement d’Annemasse Agglo effectue des coupures d’eau.
Lundi 29/04:
Coupure d’eau avenue Pasteur
Dans le cadre des travaux de dévoiement du réseau d’eau potable avenue Pasteur, le
service Eau et Assainissement d’Annemasse Agglo  effectue une coupure d’eau.
Lorsque l’eau est rétablie, les abonnés sont avisés qu’ils doivent pre"
1742,4c9f2b950a078e2a03ef5dcd9eb5eec8,['Document'],"au est rétablie, les abonnés sont avisés qu’ils doivent prendre les dispositions et précautions d’usage.
A la suite de cette intervention :
Le service Eau et Assainissement d’Annemasse Agglo vous remercie de votre compréhension et vous prie de l’excuser pour la gêne occasionnée. Plus d’informations : 04 50 87 62 73
Coupures d’eau Rue de Romagny
Dans le cadre des travaux de dévoiement des réseaux humides sur le projet du tram, plusieurs coupures d’eau doivent être réalisées rue de Romagny :
Jeudi 25/04 :

Coupures d’eau rue de Beulet
Dans le cadre des travaux de dévoiement des réseaux humides sur le projet du tram, une  coupure  d’eau urgente  doit  être réalisée la semaine prochaine.
Lundi 08/04 :
Accès riverains rue des Vétérans avril 2024
Durant les travaux de voirie rue des Vétérans, la pose des bordures et le coulage de béton, l’accès aux places de stationnement sera impacté.
Durant ces fermetures, vous pouvez vous rendre place des Marchés ou sur les zones vertes avec votre badge SAGS pour vous garer gratuitement. Les dates de fin de travaux vous seront communiquées ultérieurement.
La Ville vous remercie de votre compréhension et met tout en œuvre pour améliorer votre cadre de vie.
Accès riverains rue des Vétérans
La semaine du 25 mars 2024 la Maison de l’Eau va intervenir rue des Vétérans. Du lundi 25 au jeudi 28 mars un camion bloquera une partie de la rue des V"
1743,8214f97371ddfd23a877aa73392550c8,['Document']," lundi 25 au jeudi 28 mars un camion bloquera une partie de la rue des Vétérans.
Si vous ne pouvez pas accéder à votre place de stationnement durant ces 4 jours, vous pouvez vous garer sur une place verte grâce à l’abonnement SAGS.
La Ville d’Annemasse met tout en œuvre pour améliorer votre cadre de vie et vous remercie de votre compréhension.
Coupures d’eau rue de Romagny
Dans le cadre des travaux de dévoiement du réseau d’eau potable rue de Romagny et route des Vallées, le service Eau et Assainissement d’Annemasse Agglo effectue des coupures d’eau.
Lundi 25/03:
Coupure d’eau avenue Pasteur
La partie impactée par la coupure d’eau va de la rue du Commerce au croisement Pasteur/ René Blanc.
Lorsque l’eau est rétablie, les abonnés sont avisés qu’ils doivent prendre les précautions d’usage.
A la suite de cette intervention :
Le service d’eau d’Annemasse Agglo vous remercie de votre compréhension et vous prie de l’excuser pour la gêne occasionnée.

Coupures d’eau avenue Pasteur
Dans le cadre des travaux de dévoiement du réseau d’eau potable avenue Pasteur, le service Eau et Assainissement d’Annemasse Agglo effectue une coupure d’eau.
Mardi 20/03 :
Voir l’avis de coupures transmis le 15/03
Coupures d’eau Rue des Voirons
Jeudi 18/03 :
Livraison du local de la fontaine rue des Vétérans
La livraison du local de la fontaine rue"
439,51ea67fd88f899b7fb0c555e6c8e4a8e,['Document']," de la fontaine rue des Vétérans
La livraison du local de la fontaine rue des Vétérans nécessite pour des raisons de sécurité de fermer l’accès à la rue des Vétérans en journée, pour tous les véhicules.
Nous vous remercions pour votre compréhension.
Coupures d’eau urgentes rue du Commerce
Dans le cadre des travaux de dévoiements de réseaux sur la rue du Commerce, une fuite est survenue sur le chantier dans la matinée du 28/02. Une coupure d’eau d’urgence a dû être effectuée. Afin de réparer la fuite, une autre coupure d’eau est à prévoir :
Jeudi 29/02 :
Coupures d’eau rue des Platanes
Mardi 05/03 :
Mercredi 06/03 :
Lundi 11/03 :
Mardi 12/03 :
Travaux de réseaux rues René Blanc et Paul Bert
Les travaux de réseaux arrivent sur les rues René Blanc et Paul Bert en ce début d’année 2024.
Les travaux à venir :
Les accès riverains durant ces travaux :
A noter que vous devez disposer d’un macaron distribué par la mairie ainsi que d’un disque bleu, pour pénétrer sur la zone piétonne et en travaux. Les personnes rentrant sur l’aire sans macaron pourront être verbalisées.
Coupures d’eau Av. Henri Barbusse
Dans le cadre des travaux de dévoiement des réseaux humides sur le projet du tram, plusieurs coupures d’eau doivent être réalisées:
Mercredi 28/02 :
Jeudi 29/02 :

Coupures d’eau rue des Tournelles
Mercredi 28/02:"
453,5edcb398d30371a6fb1f76f195c89b14,['Document'],"
Coupures d’eau rue des Tournelles
Mercredi 28/02:
Coupures d’eau rue Mme Fleutet
Dans le cadre des travaux de dévoiement des réseaux humides sur le projet du tram, plusieurs coupures d’eau doivent être réalisées:
Jeudi 29/02 :
Mercredi 06/03 :
Coupures d’eau rue du Faucigny
Mercredi 28/02:
Jeudi 29/02 :
Vendredi 01/03:
Lundi 04/03:
Mardi 05/03:
Lundi 11/03:
Avenue de la Gare et rue du Môle en double sens
A partir du 16/02, même si ces rues ne sont pas directement impactées par les travaux du tram, il est nécessaire de les mettre à double sens pour fluidifier l’ensemble de la circulation.
Fluidification de la circulation vers Alsace-Lorraine
Dans le cadre des travaux du Tram, Annemasse Agglo préconise un itinéraire conseillé passant par l’avenue Alsace-Lorraine – voir le tracé. Cet itinéraire est proposé temporairement à partir du 19/02 afin de fluidifier la densité de circulation au niveau du rond-point de l’Étoile, fortement impacté par les travaux.
Stationnements
Afin de permettre ce flux de circulation, les stationnements actuels de l’avenue Alsace-Lorraine seront supprimés à partir de la semaine du 12/02.
Modification de circulation du rond-point de l’Etoile
A partir du 19 février, le rond-point sera reconfiguré pour faciliter le passage du tram et améliorer l’accès aux commerces locaux.
Durant cette phase des travaux de réseaux souterrains, un bassin de"
1746,5c6ac9af3ed445a6380d485c4a05c8b9,['Document'],".
Durant cette phase des travaux de réseaux souterrains, un bassin de rétention des eaux pluviales va être réalisé et l’accès au rond-point va être modifié pendant 4 mois selon les accès présentés sur cette carte.
Vos commerces restent ouverts ! notamment sur la route de Vallées où la station essence, le supermarché, la pharmacie, la quincaillerie seront toujours accessibles.
Accès Riverains Av.Jules Ferry modifiés
L’avenue Jules Ferry au sud du carrefour Ferry‑Faucigny sera fermée à partir du 19/02. 
Les accès riverains sur l’avenue du Faucigny et sur l’avenue Jules Ferry seront possibles en passant par la rue René-Blanc. 
L’accès à votre domicile est modifié ? suivez les itinéraires routiers sur le plan.
Travaux de réseaux
La fermeture de l’entrée sur l’avenue Jules Ferry au niveau du carrefour de la rue du Faucigny intervient dans le cadre des travaux de réseaux souterrains pour le chantier du Tram. Les concessionnaires effectuent des travaux de réseaux (eau, électricité, gaz, assainissement, etc.). La séparation des réseaux de part et d’autre de la future plateforme constitue une étape indispensable. Une fois réalisée, il ne sera plus possible d’intervenir sous le tramway. Il convient donc de s’assurer que tout ce qui se situe dessous soit transposé et accessible pour de futures maintenances ou gestions de problèmes.
Accès riverains rue des Vétérans
Dans le cadre des travaux de piétonnisation l’accès des riverains sera impossible"
463,51de810376a760de4eb46b9dc6da9375,['Document']," cadre des travaux de piétonnisation l’accès des riverains sera impossible du 15 au 22 février 2024, de 7h30 à 18h (hors week-end).
Pour les riverains possédant un parking privatif dont l’accès sera rendu impossible en journée rue des Vétérans, vous devrez vous présentez à l’accueil de la société SAGS (parking Libération), pour récupérer une carte d’accès vous permettant de stationner au parking place des marchés tout au long de la plage payante, et jusqu’à la réouverture de la circulation dans la rue des Vétérans.
Nous vous prions de sortir votre véhicule de la rue des Vétérans avant jeudi 15 février 7h30.
L’accès à la rue des Vétérans sera possible tous les jours après 18h et le week-end, en entrant par la rue de la Gare. A partir du 19 février, l’entrée sur la rue des Vétérans se fera depuis l’avenue Pasteur.
Le mercredi 21 février 2024 la plateforme de la future fontaine qui se situera place Jean-Jacques Rousseau sera livrée.
Coupure d’eau du n°9 au n°24 rue du Commerce
Dans le cadre des travaux de réfection du réseau d’eau potable rue des Vétérans, le service Eau et Assainissement d’Annemasse Agglo 04 50 87 62 73 effectue une coupure d’eau pour les tests préalables et le raccordement de la conduite principale.
Le lundi 19 février 2024, de 8h30 à 15h du n°9 au n°24 rue du Commerce.
Lorsque l’eau est rétablie, les abonnés sont avisés qu’ils"
475,c2665073f11ea37e372b4198b0393bf6,['Document']," de 2,3 km et quatre nouvelles stations[10] de la ligne 14 de Bernex, P+R à Bernex, Vailly, dont la concession a été octroyée en mars 2010, devait initialement être entamé en janvier 2013 pour être terminé fin 2014[11],[12],[13]. L'extension ne verra ses travaux débuter qu'en février 2019, en raison de difficultés financières du canton et d'une forte opposition, avec une mise en service prévue le 13 décembre 2020[14],[15],[16],[17],[18],[19]. Cette extension, dont le coût est estimé à 100 millions de francs suisses dont 26 pris en charge par la Confédération et le reste par le canton, sera construit en position centrale entre les deux chaussées de la route et non en site latéral, côté village, comme prévu à l'origine, afin de transformer la route en boulevard urbain[19]. Le chantier devait nécessiter, au printemps 2020, de limiter la ligne à Confignon, croisée afin de réaménager la station Bernex, P+R qui ne sera donc plus un terminus[19]. La mise en service est repoussée en 2021 en raison de la pandémie de Covid-19[20]. Du 13 décembre 2020 et ce jusqu'à la mise en service du prolongement de la ligne jusqu'à Bernex, Vailly, le terminus Bernex, P+R est reporté à l'arrêt précédent Confignon, croisée afin de permettre la jonction du nouveau tronçon avec l'existant et le déplacement de la station[21]. Cette extension doit accompagner le développement de la commune de Bernex qui verra d'ici 2026 la construction de 1 600 logements, essentiellement le long de la route de Chancy[22]. La phase d'essais du nouveau tronçon"
481,8facf9cd32bab15e6fc9af889be14c82,['Document']," de la route de Chancy[22]. La phase d'essais du nouveau tronçon débute le 8 juin 2021, pour une mise en service le 4 juillet suivant[23]. Tracé et stations La ligne est longue de 15,1 km[24]. La ligne alterne tronçons totalement ou partiellement en site propre (sur une partie de la route de Chancy : dans la circulation générale vers Bernex, en site propre dans l'autre sens) et quelques tronçons mélangés avec la circulation générale en centre-ville (quais du Rhône et de la Poste, rue du Stand, rue de la Pépinière). La ligne dessert de nombreux équipements ou lieux importants au départ de Bernex, la ligne traverse ensuite Confignon, Onex (Centre-ville, Église Saint-Martin), Lancy (Centre commercial Lancy Centre, Petit-Lancy), Genève (La Jonction, les Ponts de l'Île, la Basilique Notre-Dame, la gare de Genève-Cornavin, La Servette), Vernier (Balexert, Les Avanchets) pour finir à Meyrin (quartier de Blandonnet, le Jardin alpin, le centre culturel Forumeyrin, le quartier de la Gravière). Tracé La ligne naît, au parc relais Vailly à l'ouest de Bernex puis continue sur la route de Lancy en longeant Bernex par le nord puis en traversant les communes de Confignon, d'Onex puis de Lancy avant d'entrer dans Genève et de franchir l'Arve par le pont Saint-Georges. La ligne emprunte successivement la rue des Deux-Ponts, le quai du Rhône puis la rue de Stand où les voies se dissocient, celle en direction de Bernex empruntant le quai de la Poste. Les deux voies se réunissent place Bel-Air, où elle"
495,8fb3d426c0de31734d6c8b7c4e08fc4d,['Document']," la Poste. Les deux voies se réunissent place Bel-Air, où elle est rejointe par la ligne 18, puis franchissent le Rhône par les Ponts-de-l'Île pour arriver place de Saint-Gervais. La ligne emprunte ensuite les rues de Coutance puis de Cornavin pour arriver place des XXII-Cantons où les voies se séparent pour passer de part et d'autre de la Basilique Notre-Dame avec la ligne 15, puis emprunte le passage de Montbrillant sous le faisceau de la gare de Genève-Cornavin puis la rue de la Pépinière pour rejoindre la rue de la Servette. Cette rue est prolongée par la route de Meyrin qui permet à la ligne de rejoindre Vernier, de longer l'aéroport international de Genève par le sud et d'arriver à Meyrin. Au Jardin Alpin la ligne bifurque à droite et se sépare de la ligne 18, elle emprunte le viaduc au-dessus de la rue Lect qui lui permet de rejoindre la rue De-Livron puis tourne à droite avenue de Vaudagne où se situe son terminus, dans le quartier de la Gravière. Liste des stations La liste ci-dessous présente les stations et zones tarifaires selon la situation en vigueur au 10 décembre 2023. Station Coordonnées Zone Communes Correspondances ■ Bernex, Vailly 46° 10′ 30″ N, 6° 03′ 44″ E 10 Bernex Bus Transport à la demande Bernex, Hainard 46° 10′ 33″ N, 6° 03′ 57″ E 10 Bernex Bernex, Luchepelet 46° 10′ 41″ N, 6° 04′ 23″ E 10 Bernex Bus Bernex, Pré-Marais 46° 10′ 46″ N, 6° 04′ 42″ E 10 Bernex Bernex, P+R 46° 10′ 42″ N, 6° 05"
516,be1b60e3e3c14b48841df753a2ee1e8d,['Document'],"′ 42″ E 10 Bernex Bernex, P+R 46° 10′ 42″ N, 6° 05′ 04″ E 10 Bernex Bus Confignon, croisée 46° 10′ 43″ N, 6° 05′ 20″ E 10 Confignon Bus Confignon, La Dode 46° 10′ 50″ N, 6° 05′ 40″ E 10 Confignon Bus Onex, Salle communale 46° 11′ 00″ N, 6° 06′ 00″ E 10 Onex Trolleybus Bus Onex, Bandol 46° 11′ 10″ N, 6° 06′ 26″ E 10 Onex Bus Petit-Lancy, Les Esserts 46° 11′ 18″ N, 6° 06′ 50″ E 10 Lancy Bus Petit-Lancy, place 46° 11′ 25″ N, 6° 07′ 09″ E 10 Lancy Bus Petit-Lancy, Quidort 46° 11′ 37″ N, 6° 07′ 26″ E 10 Lancy Genève, Jonction 46° 12′ 04″ N, 6° 07′ 48″ E 10 Genève Trolleybus Bus Genève, Palladium 46° 12′ 10″ N, 6° 07′ 59″ E 10 Genève Bus Genève, Stand 46° 12′ 13″ N, 6° 08′ 26″ E 10 Genève Tramway Bus Genève, Bel-Air 46° 12′ 17″ N, 6° 08′ 36″ E 10 Genève Tramway Trolleybus Bus Genève, Coutance 46° 12′ 26″ N, 6° 08′ 32″ E 10 Genève Tramway Trolleybus Bus Genève, gare Cornavin 46° 12′ 35″ N, 6° 08′ 31″ E 10 Genève CFF Léman Express Tramway Trolleybus Bus Genève, Lyon 46° 12′ 34″ N, 6° 08′ 20″ E 10 Genève Tramway Trolleybus Genève, Poterie 46° 12′ 41″ N, 6° 08′ 04″ E 10 Genève Tramway Trolleybus Genève, Servette 46° 12′ 48″ N, 6° 07′ 49″ E 10 Genève Tramway Trolleybus Bus Genève, Vieusseux 46°"
535,d944e1fb8aceff1aa799ad7af5550ec7,['Document']," 49″ E 10 Genève Tramway Trolleybus Bus Genève, Vieusseux 46° 12′ 55″ N, 6° 07′ 24″ E 10 Genève Tramway Vernier, Bouchet 46° 12′ 59″ N, 6° 07′ 05″ E 10 Vernier Tramway Trolleybus Bus Vernier, Balexert 46° 13′ 06″ N, 6° 06′ 40″ E 10 Vernier Tramway Vernier, Avanchets-Étang 46° 13′ 11″ N, 6° 06′ 21″ E 10 Vernier Tramway Vernier, Blandonnet 46° 13′ 20″ N, 6° 05′ 47″ E 10 Vernier Tramway Bus Meyrin, Jardin-Alpin-Vivarium 46° 13′ 33″ N, 6° 04′ 59″ E 10 Meyrin Tramway Bus Meyrin, Forumeyrin 46° 13′ 45″ N, 6° 04′ 57″ E 10 Meyrin Bus Meyrin, Vaudagne 46° 14′ 00″ N, 6° 04′ 39″ E 10 Meyrin Bus ■ Meyrin, Gravière 46° 14′ 11″ N, 6° 04′ 54″ E 10 Meyrin Bus Les stations en gras servent de départ ou de terminus à certaines missions. Exploitation de la ligne Amplitude horaire La ligne fonctionne de 4 h 40 à 0 h 40 du matin du lundi au jeudi, le vendredi son service est prolongé jusqu'à 2 h 45 du matin, le samedi de 5 h 10 à 2 h 45 du matin et les dimanches et jours fériés de 5 h 10 à 1 h 15 du matin[25]. Les tramways relient Bernex, Vailly à Meyrin, Gravière en 50 minutes en moyenne, grâce à une vitesse commerciale de 17,45 km/h[24]. Les horaires étendus les vendredis et samedis soir se font dans le cadre de la complémentarité avec le service Noctambus. En début et fin de service les rames sortant ou quittant le dépôt ont Genève, Stand,"
557,4cf6d8a02cce70dff620a7a8f9961a0e,['Document']," de service les rames sortant ou quittant le dépôt ont Genève, Stand, Genève, gare Cornavin ou Genève, Bel-Air pour terminus[25]. Matériel roulant La ligne est exploitée à l'aide des deux matériels bidirectionnels du réseau, à savoir les Bombardier Cityrunner et les Stadler Tango. L'absence de boucles de retournement aux terminus interdit l'usage de matériel unidirectionnel sur la ligne. Tarification La ligne est située en intégralité dans la zone 10 de la communauté tarifaire Unireso. Trafic En 2021, la ligne a assuré 21,516 millions de voyages, en faisant la première ligne la plus fréquentée du réseau TPG, tous modes confondus[26]. Projets artistiques Art&tram Sur les autres projets Wikimedia : Le projet « art&tram » est porté par cinq communes traversées par la ligne 14 : Lancy, Onex, Confignon, Bernex et Genève, sous l’égide du Fonds cantonal d'art contemporain et du Service cantonal de la culture[27]. Chacune des cinq communes parraine une installation artistique, la sixième installation relie toutes les autres car elle concerne une rame de tram. Le projet « art&tram » a démarré en 2009, il vise à « renforcer la perception de la mobilité douce comme un choix qui fait primer la qualité de vie et de l’expérience, en sus des questions écologiques et de planification urbaine bien connues » et à accompagner les mutations urbaines entre centre et périphérie. Ligne 71-17 Sur les autres projets Wikimedia : Dans le cadre du festival « Les Créatives » (10-26 novembre 2017), le collectif féminin « Les Indociles » crée une exposition visuelle et sonore à l'intérieur"
1754,2b6137868ef47cd9c6a41af35072b76b,['Document'],"in « Les Indociles » crée une exposition visuelle et sonore à l'intérieur du tram « Monochrome Rose », avec une chronologie des événements depuis 1971 (adoption du droit de vote des femmes en Suisse). La proposition artistique est soutenue par le Fonds cantonal d'art contemporain, elle s’intitule « Ligne 71-17 » (pour 1971 et 2017) et comprend des documents d’archives, des citations ou exhortations, des interventions sonores après l’annonce de chaque arrêt. Des affiches du MLF genevois des années 1970 et 1980 sont placées à l’extérieur du tram[34]. Notes et références Notes Références Voir aussi Sur les autres projets Wikimedia : Les coordonnées de cet article : sur OpenStreetMap sur Bing Cartes au format KML sur Mapy en tchèque Les coordonnées de cet article : Articles connexes Liens externes v · mTransports en commun du Grand Genève et environs Train Léman Express ( ) Chemin de fer Nyon-Saint-Cergue-Morez (NStCM) TER Auvergne-Rhône-Alpes Tramway Liste des stations Trolleybus et bus Unireso/Léman Pass Trolleybus de Genève Autobus de Genève (Liste des lignes) Thonon-les-Bains (Star't) Évian-les-Bains (ÉVA'D) Mobi'Vals Transports annemassiens collectifs (TAC) Transports publics de la région nyonnaise (TPN) Société intercommunale des bus de la région annécienne (SIBRA) Cars Région Haute-Savoie Autobus hors Unireso/Léman Pass Arv'i Proxim'iTi Transport lacustre Mouettes genevoises Infrastructures Dépôt du Bachet-de-Pesay Dépôt de La Jonction Dépôt En Chardon Kiosques du tram"
573,b17ab589b28f82336f4a03cd3ba75879,['Document'],"esay Dépôt de La Jonction Dépôt En Chardon Kiosques du tramway CEVA Ligne Aix-les-Bains - Annemasse Ligne La Roche-sur-Foron - Saint-Gervais-les-Bains Ligne Longeray-Léaz - Bouveret (dont ligne du Tonkin, réouverture en projet) Ligne Châtelaine (bif) - frontière - Bellegarde, prolongée par la ligne Lyon - Genève (frontière) côté français Ligne Lausanne – Genève Organisations Transports publics genevois (TPG) Chemins de fer fédéraux suisses (CFF) Société nationale des chemins de fer français (SNCF) Unireso Léman Pass Lémanis Fondation des Parkings (gestion des parc relais)"
586,d37539236679465abf14edb4f5c43133,['Document'],"Sommaire Ligne 13 du tramway de Genève Pour les articles homonymes, voir Ligne 13. Ligne 13 du tramway de Genève Une rame de la ligne 13 Réseau Tramway de Genève Terminus Palettes - Nations Communes desservies 3 (Carouge, Genève, Lancy) Histoire Mise en service 28 mai 1995 Dernière extension 13 décembre 2003 Suppression 11 décembre 2011 Exploitant Transports publics genevois Infrastructure Conduite (système) Manuelle (marche à vue) Exploitation Matériel utilisé Duewag-Vevey DAV Bombardier Cityrunner Dépôt d’attache Bachet-de-Pesay Points d’arrêt 22 Jours de fonctionnement L, Ma, Me, J, V, S, D Lignes connexes Schéma de la ligne Légende Nations Sismondi Butini Môle Gare Cornavin Isaac-Mercier / Goulart Stand Cirque Plainpalais Pont-d'Arve Augustins Blanche Armes Marché Ancienne Carouge De Staël Bachet-de-Pesay Trèfle-Blanc Pontets Palettes Schéma de la ligne Légende Nations Sismondi Butini Môle Gare Cornavin Isaac-Mercier / Goulart Stand Cirque Plainpalais Pont-d'Arve Augustins Blanche Armes Marché Ancienne Carouge De Staël Bachet-de-Pesay Trèfle-Blanc Pontets Palettes Schéma de la ligne Légende Nations Sismondi Butini Môle Gare Cornavin Isaac-Mercier / Goulart Stand Cirque Plainpalais Pont-d'Arve Augustins Blanche Armes Marché Ancienne Carouge De Staël Bachet-de-Pesay Trèfle-Blanc Pontets Palettes modifier Schéma de la ligne Légende Nations Sismondi Butini Môle Gare Cornavin Isaac-Mercier / Goulart Stand Cirque Plainpalais Pont-d'Arve Augustins Blanche Armes March"
612,679f4ee0f49f49c8e916e16f1916e4c9,['Document']," / Goulart Stand Cirque Plainpalais Pont-d'Arve Augustins Blanche Armes Marché Ancienne Carouge De Staël Bachet-de-Pesay Trèfle-Blanc Pontets Palettes La ligne 13 du tramway de Genève est une ancienne ligne diamétrale exploitée par les Transports publics genevois (TPG) entre 1995 et 2011. Elle desservait, via Carouge, plusieurs quartiers de Genève et quelques communes de l'agglomération. Les terminus étaient à Nations et aux Palettes, sur la commune de Lancy. Histoire La précédente ligne 13 L'indice est utilisé pour la première fois en 1889 par la ligne de tramway Genève-Saint-Julien-en-Genevois, qui fusionne en 1925 avec la ligne 12, puis reprend en 1938 son indépendance sous la forme d'une ligne d'autobus, la D[1]. La ligne 13 contemporaine La ligne 13 contemporaine est inaugurée le 27 mai 1995 et est mise en service le lendemain entre Gare Cornavin et Bachet-de-Pesay, avec une course sur deux limitée aux Augustins ; elle est ainsi la première ligne de tramway crée à Genève depuis la vague de suppression des années 1950 et 60[1]. Elle est aussi la première ligne à inaugurer les Duewag-Vevey DAV à 3 caisses (Be 4/8), issue de la transformation des Be 4/6 à 2 caisses[1]. Elle emprunte un tronçon nouvellement créé entre la gare et Plainpalais, puis emprunte les voies de la ligne 12. Le 29 septembre 1996, première modification avec l'abandon des services partiels puis le 28 juin 1997 elle est prolongée aux Palettes[1]. Le 13 décembre 2003 elle est prolongée de la gare jusqu'à Nations. À la veille du remaniement"
